UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Timestamp,Last_Maintenance_Date,Days_Until_Next_Maintenance,Type_encoded
1241,L48420,L,295.6000558812874,308.7851768010824,1642.5814324213952,31.37936458629795,190.83581872946138,0,0,0,0,0,0,2023-02-21 16:00:00,2023-02-21 16:00:00,0.0,1
1242,M16101,M,296.2984756118713,309.26489618073936,1607.6900703859503,33.78374550782961,193.5120514203063,0,0,0,0,0,0,2023-02-21 17:00:00,2023-02-21 17:00:00,0.0,2
1243,L48422,L,294.5791249921275,309.0029852677963,1488.975865205218,45.17886243143448,193.68123276529266,0,0,0,0,0,0,2023-02-21 18:00:00,2023-02-21 18:00:00,0.0,1
1244,M16103,M,292.60976876729984,307.3899639246446,1447.7400894561597,52.806818282509184,200.29176532376667,0,0,0,0,0,0,2023-02-21 19:00:00,2023-02-21 19:00:00,0.0,2
1245,L48424,L,294.27192271698624,313.7249009856369,1756.3859344709183,27.788607364776716,205.30701680149454,0,0,0,0,0,0,2023-02-21 20:00:00,2023-02-21 20:00:00,0.0,1
1246,M16105,M,291.65868562686495,306.7449910192357,1585.8246818797886,33.64265478299892,208.41418369747103,0,0,0,0,0,0,2023-02-21 21:00:00,2023-02-21 21:00:00,0.0,2
1247,H30660,H,297.4797767852717,309.5638306217773,1639.3294394400418,34.212233997861404,205.70157496458756,0,0,0,0,0,0,2023-02-21 22:00:00,2023-02-21 22:00:00,0.0,0
1248,L48427,L,,,,,,0,0,0,0,0,0,2023-02-21 23:00:00,2023-02-21 23:00:00,1.0,1
1249,L48428,L,298.38814426593126,308.22853873730384,1497.1846418267628,39.50771611759803,213.72450484022954,0,0,0,0,0,0,2023-02-22 00:00:00,2023-02-22 00:00:00,0.0,1
1250,L48429,L,290.3494853161488,309.70363656024404,1456.9459012142597,37.96916034953486,218.55043220276366,0,0,0,0,0,0,2023-02-22 01:00:00,2023-02-22 01:00:00,0.0,1
1251,L48430,L,298.9298908601804,308.2489430614681,1533.8272532691774,36.624342075992615,217.98850582472556,0,0,0,0,0,0,2023-02-22 02:00:00,2023-02-22 02:00:00,0.0,1
1252,M16111,M,301.3158372754409,314.590593317105,1347.0497008278219,49.326686865469725,217.612258424074,0,0,0,0,0,0,2023-02-22 03:00:00,2023-02-22 03:00:00,0.0,2
1253,L48432,L,288.5586637863469,307.5939109781585,1514.7743967093043,42.61702307696691,226.82489425606943,0,0,0,0,0,0,2023-02-22 04:00:00,2023-02-22 04:00:00,0.0,1
1254,L48433,L,,,,,,0,0,0,0,0,0,2023-02-22 05:00:00,2023-02-22 05:00:00,1.0,1
1255,H30668,H,,,,,,0,0,0,0,0,0,2023-02-22 06:00:00,2023-02-22 05:00:00,0.0,0
1256,H30669,H,292.12471434781776,304.87793500632824,1427.0777118556248,50.190451754314296,7.5150826057245155,0,0,0,0,0,0,2023-02-22 07:00:00,2023-02-22 07:00:00,0.0,0
1257,M16116,M,305.23197339231285,312.07930319764563,1553.0352214667364,38.16982899936301,9.865731117344993,0,0,0,0,0,0,2023-02-22 08:00:00,2023-02-22 08:00:00,0.0,2
1258,L48437,L,299.5314119269003,307.4742277439944,1450.5151088648886,44.34005913489575,16.203110509004492,0,0,0,0,0,0,2023-02-22 09:00:00,2023-02-22 08:00:00,0.0,1
1259,L48438,L,294.41986727312997,311.8037951130464,1478.2370488306058,51.76809980765735,16.43126050808255,0,0,0,0,0,0,2023-02-22 10:00:00,2023-02-22 10:00:00,0.0,1
1260,M16119,M,297.3724650496859,296.12704330328074,1280.4697432980477,49.685133566463215,16.697239716579883,0,0,0,0,0,0,2023-02-22 11:00:00,2023-02-22 10:00:00,0.0,2
1261,L48440,L,300.26522922986,309.02435937494147,1486.3782158303425,34.001555733077375,28.886593429546746,0,0,0,0,0,0,2023-02-22 12:00:00,2023-02-22 12:00:00,0.0,1
1262,H30675,H,,,,,,0,0,0,0,0,0,2023-02-22 13:00:00,2023-02-22 13:00:00,-2.0,0
1263,H30676,H,300.3764287652009,304.22420482817023,1649.670267564301,34.1227601847817,30.02356922592517,0,0,0,0,0,0,2023-02-22 14:00:00,2023-02-22 14:00:00,0.0,0
1264,L48443,L,293.7396242833163,306.61096504483453,1411.9684341617376,56.513700334572924,34.16455668357043,0,0,0,0,0,0,2023-02-22 15:00:00,2023-02-22 15:00:00,0.0,1
1265,M16124,M,298.69676691548,306.6152071348247,2236.1374990446043,16.91037979776026,33.028535720166225,0,0,0,0,0,0,2023-02-22 16:00:00,2023-02-22 16:00:00,0.0,2
1266,L48445,L,291.5976708633681,309.1754380101865,1531.0338816368094,36.91111147498986,38.02265136693729,0,0,0,0,0,0,2023-02-22 17:00:00,2023-02-22 17:00:00,0.0,1
1267,L48446,L,297.6209697744274,303.20124070411094,1603.8103552836656,35.03998109000741,37.110223679538656,0,0,0,0,0,0,2023-02-22 18:00:00,2023-02-22 18:00:00,0.0,1
1268,M16127,M,294.1162697290473,311.08008529695314,1531.5765583374493,39.237772441488076,48.987241818341836,0,0,0,0,0,0,2023-02-22 19:00:00,2023-02-22 19:00:00,0.0,2
1269,L48448,L,294.7820846007417,315.8935569189535,1481.1310019610064,46.5986660207774,45.223646036240545,0,0,0,0,0,0,2023-02-22 20:00:00,2023-02-22 19:00:00,0.0,1
1270,L48449,L,303.8483416041979,310.81467786386264,1436.7442200458836,41.918350719777806,47.470334837001545,0,0,0,0,0,0,2023-02-22 21:00:00,2023-02-22 19:00:00,0.0,1
1271,M16130,M,303.0900260663588,313.1858723063896,1256.4649000518862,65.37705782727161,55.63583909443371,0,0,0,0,0,0,2023-02-22 22:00:00,2023-02-22 22:00:00,0.0,2
1272,H30685,H,300.89739995109477,314.52228928474716,1507.579635397317,41.10106547473918,50.61269082245533,0,0,0,0,0,0,2023-02-22 23:00:00,2023-02-22 22:00:00,0.0,0
1273,H30686,H,293.15997896692085,315.1864738117644,1605.9428585023543,38.788812883691,61.75029289053863,0,0,0,0,0,0,2023-02-23 00:00:00,2023-02-23 00:00:00,0.0,0
1274,L48453,L,296.78858297789134,318.1517997231228,1417.1388578573226,49.973949749133645,64.71672771328835,0,0,0,0,0,0,2023-02-23 01:00:00,2023-02-23 00:00:00,0.0,1
1275,H30688,H,303.74426805667287,307.1638545969536,1564.8112290977292,40.180933177563375,59.26628362191971,0,0,0,0,0,0,2023-02-23 02:00:00,2023-02-23 02:00:00,0.0,0
1276,M16135,M,298.8721549965055,306.03766758768296,1387.9677400029063,49.13011035756943,68.92483837905779,0,0,0,0,0,0,2023-02-23 03:00:00,2023-02-23 02:00:00,0.0,2
1277,M16136,M,308.8751702619358,313.0664309820469,1715.209323056581,34.07639640511437,74.26497908811295,0,0,0,0,0,0,2023-02-23 04:00:00,2023-02-23 04:00:00,0.0,2
1278,M16137,M,300.1165361088809,312.7145157248972,1398.9951347612457,46.011579486778274,76.10306230255357,0,0,0,0,0,0,2023-02-23 05:00:00,2023-02-23 04:00:00,0.0,2
1279,L48458,L,299.2013462436709,313.0299740219633,1401.7563573352309,53.285586747013596,79.11085093094164,0,0,0,0,0,0,2023-02-23 06:00:00,2023-02-23 06:00:00,0.0,1
1280,M16139,M,297.02234488503996,318.44138792672317,1519.7872634784385,39.950428835343594,79.2408608283638,0,0,0,0,0,0,2023-02-23 07:00:00,2023-02-23 07:00:00,0.0,2
1281,H30694,H,299.035474481091,309.5532084412009,1515.1591110221214,36.60134765746263,81.93459362787523,0,0,0,0,0,0,2023-02-23 08:00:00,2023-02-23 08:00:00,0.0,0
1282,H30695,H,297.7349116602288,311.49431030170916,1428.8171768602238,56.56609063084757,88.10645281077024,0,0,0,0,0,0,2023-02-23 09:00:00,2023-02-23 09:00:00,0.0,0
1283,L48462,L,301.6485802077367,304.8120185519814,1565.0220192957406,36.36138915353099,99.68250415753845,0,0,0,0,0,0,2023-02-23 10:00:00,2023-02-23 10:00:00,0.0,1
1284,L48463,L,302.7791852389989,319.39278978255794,1367.284819933933,47.974208983961255,93.37019042611158,0,0,0,0,0,0,2023-02-23 11:00:00,2023-02-23 10:00:00,0.0,1
1285,L48464,L,294.9542171009625,307.925050634179,2148.6860070270113,15.107876388658228,96.6029048763047,1,0,0,1,0,0,2023-02-23 12:00:00,2023-02-23 12:00:00,0.0,1
1286,M16145,M,292.5747669482953,308.15762351471886,1493.4805340732103,40.91098334991269,100.08357691187301,0,0,0,0,0,0,2023-02-23 13:00:00,2023-02-23 12:00:00,0.0,2
1287,L48466,L,290.2784536024043,307.977293827582,1593.5551366278598,42.022052908118084,98.7608030590927,0,0,0,0,0,0,2023-02-23 14:00:00,2023-02-23 14:00:00,0.0,1
1288,L48467,L,300.9390269028644,306.5820423379338,1436.7911884560576,41.53372706550918,106.25148413066105,0,0,0,0,0,0,2023-02-23 15:00:00,2023-02-23 14:00:00,0.0,1
1289,M16148,M,293.6113127925566,306.18640988144597,1400.5071105297304,48.95858378113996,103.26826257859612,0,0,0,0,0,0,2023-02-23 16:00:00,2023-02-23 14:00:00,0.0,2
1290,M16149,M,288.93859575364155,307.2491897924018,1606.2793080011534,31.708332157556125,106.84993177149462,0,0,0,0,0,0,2023-02-23 17:00:00,2023-02-23 17:00:00,0.0,2
1291,L48470,L,300.4962858207341,303.30840323188767,1458.518331687063,46.41146710739103,109.71082662080352,0,0,0,0,0,0,2023-02-23 18:00:00,2023-02-23 17:00:00,0.0,1
1292,M16151,M,310.06645431761604,306.0249008303472,1673.377358383396,27.895945385223204,110.24674248948547,0,0,0,0,0,0,2023-02-23 19:00:00,2023-02-23 19:00:00,0.0,2
1293,M16152,M,298.8017772538706,318.8206790622633,1856.695101184315,24.382508264906836,121.67472817365278,0,0,0,0,0,0,2023-02-23 20:00:00,2023-02-23 20:00:00,0.0,2
1294,H30707,H,302.6426076495629,313.242689308097,1574.9757149392176,33.648224910292484,122.51119978196783,0,0,0,0,0,0,2023-02-23 21:00:00,2023-02-23 21:00:00,0.0,0
1295,L48474,L,299.30171296816536,314.23300906966375,1478.9702279179498,41.13807068817431,128.67243368816784,0,0,0,0,0,0,2023-02-23 22:00:00,2023-02-23 21:00:00,0.0,1
1296,L48475,L,298.37997500665625,315.3090542639008,1416.8733277531367,55.46950049824549,130.40841943594663,0,0,0,0,0,0,2023-02-23 23:00:00,2023-02-23 23:00:00,0.0,1
1297,L48476,L,303.00937979395803,318.48330905305244,1591.462851720672,34.94811696791179,129.51293412280006,0,0,0,0,0,0,2023-02-24 00:00:00,2023-02-24 00:00:00,0.0,1
1298,L48477,L,297.6098330167736,301.6101680988849,1428.6605172777934,43.424337248244285,131.91446917330381,0,0,0,0,0,0,2023-02-24 01:00:00,2023-02-24 00:00:00,0.0,1
1299,M16158,M,300.04597997447223,304.0444425383232,1349.560928076913,54.15610421936408,136.9370307167198,0,0,0,0,0,0,2023-02-24 02:00:00,2023-02-24 02:00:00,0.0,2
1300,M16159,M,300.293039872226,306.1387663867465,1468.5635839627646,40.48353332329481,141.7470227213332,0,0,0,0,0,0,2023-02-24 03:00:00,2023-02-24 02:00:00,0.0,2
1301,L48480,L,295.7919771332889,307.6017774196959,1327.9410374593263,58.04179496814421,136.35493240259314,0,0,0,0,0,0,2023-02-24 04:00:00,2023-02-24 04:00:00,0.0,1
1302,L48481,L,303.34170021804357,308.49340747325283,1496.7528640422618,33.35557917755725,149.3010935693926,0,0,0,0,0,0,2023-02-24 05:00:00,2023-02-24 04:00:00,0.0,1
1303,L48482,L,297.9347394704162,307.7082524531972,1489.7332483303462,46.28799572953098,140.18816212641377,0,0,0,0,0,1,2023-02-24 06:00:00,2023-02-24 06:00:00,0.0,1
1304,L48483,L,295.39365886463446,310.92631301763606,1567.8937225968145,43.482721410549026,144.66157705535664,0,0,0,0,0,0,2023-02-24 07:00:00,2023-02-24 07:00:00,0.0,1
1305,L48484,L,301.3704201995614,310.16517394786666,2163.4980422288927,19.385645507552482,148.2145981550001,0,0,0,0,0,0,2023-02-24 08:00:00,2023-02-24 08:00:00,0.0,1
1306,L48485,L,294.84481258646827,306.6173068422209,1663.9689819501457,32.2472903337284,150.48067593777637,0,0,0,0,0,0,2023-02-24 09:00:00,2023-02-24 09:00:00,0.0,1
1307,L48486,L,299.05894403280416,299.8189544672988,1482.082871444767,41.842656631309396,157.6898131770916,0,0,0,0,0,0,2023-02-24 10:00:00,2023-02-24 09:00:00,0.0,1
1308,L48487,L,298.88941792833737,305.35361302657094,1441.0696455257637,42.8557704559431,156.93179961759282,0,0,0,0,0,0,2023-02-24 11:00:00,2023-02-24 09:00:00,0.0,1
1309,L48488,L,303.9692082785579,307.52969507425263,1792.5480402155558,25.61508282658379,157.19610704898102,0,0,0,0,0,0,2023-02-24 12:00:00,2023-02-24 12:00:00,0.0,1
1310,L48489,L,301.18982632414816,309.04372760429817,1639.4841428163536,32.29912245195235,161.00013606682472,0,0,0,0,0,0,2023-02-24 13:00:00,2023-02-24 13:00:00,0.0,1
1311,L48490,L,298.9173752814479,304.91342772834685,1471.3739005664181,51.137200759367204,161.00174848696534,0,0,0,0,0,0,2023-02-24 14:00:00,2023-02-24 14:00:00,0.0,1
1312,L48491,L,302.75016357055614,307.8031436683928,1553.8870714302511,30.812055982870003,160.0431189674656,0,0,0,0,0,0,2023-02-24 15:00:00,2023-02-24 15:00:00,0.0,1
1313,L48492,L,305.353498578045,304.8072507769619,1515.468518466766,44.46680230189759,165.40704094326472,0,0,0,0,0,0,2023-02-24 16:00:00,2023-02-24 15:00:00,0.0,1
1314,L48493,L,301.5681875137528,309.6111956667861,1331.326474449765,54.87394661707486,166.1957221423954,0,0,0,0,0,0,2023-02-24 17:00:00,2023-02-24 17:00:00,0.0,1
1315,M16174,M,299.1786680909043,305.2781904269991,1634.2654226171585,36.19533109631619,165.55799283598597,0,0,0,0,0,0,2023-02-24 18:00:00,2023-02-24 18:00:00,0.0,2
1316,L48495,L,,,,,,0,0,0,0,0,0,2023-02-24 19:00:00,2023-02-24 19:00:00,-1.0,1
1317,L48496,L,294.28807596254927,304.17567271924236,1468.3901890419872,35.819931386527735,172.8422258863661,0,0,0,0,0,0,2023-02-24 20:00:00,2023-02-24 20:00:00,0.0,1
1318,L48497,L,297.7438485104104,309.5816536280739,1420.2059509187202,47.73454940884997,171.75357199591213,0,0,0,0,0,0,2023-02-24 21:00:00,2023-02-24 20:00:00,0.0,1
1319,M16178,M,296.3601702779552,306.24523262778445,1557.000781605244,34.84316275856332,174.21089808119905,0,0,0,0,0,0,2023-02-24 22:00:00,2023-02-24 22:00:00,0.0,2
1320,L48499,L,298.28181817947444,314.5435324847752,1910.5627896239582,25.52796865196094,181.55004468676486,0,0,0,0,0,0,2023-02-24 23:00:00,2023-02-24 23:00:00,0.0,1
1321,M16180,M,299.389810659907,312.19928172990944,1593.4781110173376,37.45352169546027,185.0405214949225,0,0,0,0,0,0,2023-02-25 00:00:00,2023-02-25 00:00:00,0.0,2
1322,L48501,L,301.4411212310243,309.8731100409954,1373.3267450738338,54.230138626222164,186.39549176921713,0,0,0,0,0,0,2023-02-25 01:00:00,2023-02-25 01:00:00,0.0,1
1323,H30736,H,298.71178927505645,306.36795949325096,1476.8308179068495,51.40224919561365,188.40875890048542,0,0,0,0,0,0,2023-02-25 02:00:00,2023-02-25 01:00:00,0.0,0
1324,L48503,L,301.2449055454884,311.880743596982,1382.9835120853518,51.88094113601421,189.65224889216958,0,0,0,0,0,0,2023-02-25 03:00:00,2023-02-25 03:00:00,0.0,1
1325,M16184,M,299.225793898216,313.3323141996719,1240.3112816229443,75.52950705541805,194.26911452362867,1,0,0,1,1,0,2023-02-25 04:00:00,2023-02-25 04:00:00,0.0,2
1326,H30739,H,289.94905474254915,310.76774748375226,1555.278127965763,37.16521909972179,196.0435709843452,0,0,0,0,0,0,2023-02-25 05:00:00,2023-02-25 05:00:00,0.0,0
1327,L48506,L,294.7610668820709,317.70493934408324,1417.6360196314265,47.90229275928583,201.43512424240276,0,0,0,0,0,0,2023-02-25 06:00:00,2023-02-25 06:00:00,0.0,1
1328,L48507,L,298.27763753379924,312.3509922063563,1818.49050699637,27.19944261007325,203.67610415386855,0,0,0,0,0,0,2023-02-25 07:00:00,2023-02-25 07:00:00,0.0,1
1329,M16188,M,293.43178050389645,314.3754622555253,1703.8369662758003,28.976814085452848,204.08796734040095,0,0,0,0,0,0,2023-02-25 08:00:00,2023-02-25 08:00:00,0.0,2
1330,H30743,H,301.66132762862964,310.82505405144207,1666.461442125842,31.0299272586407,211.17780447811225,0,0,0,0,0,0,2023-02-25 09:00:00,2023-02-25 09:00:00,0.0,0
1331,L48510,L,,,,,,0,0,0,0,0,0,2023-02-25 10:00:00,2023-02-25 10:00:00,0.0,1
1332,H30745,H,304.5757345401418,306.4712552827065,1766.429329070836,27.34783247770197,212.2374836003343,0,0,0,0,0,0,2023-02-25 11:00:00,2023-02-25 11:00:00,0.0,0
1333,L48512,L,298.1627378940619,308.15480580470035,1859.062119878166,24.967347191549326,218.72503119818055,0,0,0,0,0,0,2023-02-25 12:00:00,2023-02-25 12:00:00,0.0,1
1334,M16193,M,305.91272010258274,311.93493748478284,1524.1747983883868,36.79288075116513,225.5594617527504,0,0,0,0,0,0,2023-02-25 13:00:00,2023-02-25 13:00:00,0.0,2
1335,L48514,L,299.80967176476076,312.00094337359417,1302.3235728766128,49.97366084229536,226.98264453056004,1,0,0,0,1,0,2023-02-25 14:00:00,2023-02-25 14:00:00,0.0,1
1336,L48515,L,297.6007587381611,312.7755013617661,1345.966750846091,53.26685897537777,222.8334109867072,1,0,0,0,1,0,2023-02-25 15:00:00,2023-02-25 15:00:00,0.0,1
1337,L48516,L,296.24428059089917,315.4495743320741,1631.0932477883875,34.39802501013139,231.73048180609882,0,0,0,0,0,0,2023-02-25 16:00:00,2023-02-25 16:00:00,0.0,1
1338,H30751,H,297.458380103722,303.5314773097721,1604.7446016456827,37.86872929959705,-0.14054251986413643,0,0,0,0,0,0,2023-02-25 17:00:00,2023-02-25 17:00:00,0.0,0
1339,L48518,L,296.9687183382839,305.5397962198695,1741.685512193633,27.96151105468952,3.790716664413826,0,0,0,0,0,0,2023-02-25 18:00:00,2023-02-25 18:00:00,0.0,1
1340,M16199,M,,,,,,0,0,0,0,0,0,2023-02-25 19:00:00,2023-02-25 19:00:00,0.0,2
1341,L48520,L,299.46441875488904,306.8101522541657,1542.1214310011737,36.52338824810298,6.136075190514566,0,0,0,0,0,0,2023-02-25 20:00:00,2023-02-25 20:00:00,0.0,1
1342,M16201,M,298.74814445817594,326.00714375482625,1291.892446999718,50.99847099369063,12.501930787743396,0,0,0,0,0,0,2023-02-25 21:00:00,2023-02-25 21:00:00,0.0,2
1343,M16202,M,300.72141332665177,312.51344389995654,1590.6071507359336,33.90251651121706,11.327521426202575,0,0,0,0,0,0,2023-02-25 22:00:00,2023-02-25 22:00:00,0.0,2
1344,L48523,L,304.0490778131244,309.8334304484419,1740.5637181391216,33.11497235613017,16.985927086923684,0,0,0,0,0,0,2023-02-25 23:00:00,2023-02-25 23:00:00,0.0,1
1345,L48524,L,302.9527869072112,307.68772765957385,1821.2689032255244,28.85190884554213,18.989680979400028,0,0,0,0,0,0,2023-02-26 00:00:00,2023-02-26 00:00:00,0.0,1
1346,L48525,L,291.88196825559345,307.7529558886548,1849.2010990918525,27.626953992957738,24.23065954612387,0,0,0,0,0,0,2023-02-26 01:00:00,2023-02-26 01:00:00,0.0,1
1347,L48526,L,287.12057671189353,310.241051052719,1526.2173067165927,34.786616311506826,24.115151063201257,0,0,0,0,0,0,2023-02-26 02:00:00,2023-02-26 02:00:00,0.0,1
1348,L48527,L,,,,,,0,0,0,0,0,0,2023-02-26 03:00:00,2023-02-26 03:00:00,1.0,1
1349,L48528,L,292.6189733320295,308.06275773908015,1418.2682172385498,46.416089025267716,24.53557346821419,0,0,0,0,0,0,2023-02-26 04:00:00,2023-02-26 03:00:00,0.0,1
1350,L48529,L,297.8129499704711,308.9217131196527,1399.0844742466927,46.708259394621734,29.687670493784225,0,0,0,0,0,0,2023-02-26 05:00:00,2023-02-26 03:00:00,0.0,1
1351,L48530,L,293.5139855467746,316.4909288057068,1421.6244530100264,47.57234764851208,33.53648650347015,0,0,0,0,0,0,2023-02-26 06:00:00,2023-02-26 03:00:00,0.0,1
1352,L48531,L,290.64060430564257,316.6791505546104,1489.870215583946,45.373927005379706,37.59931486161703,0,0,0,0,0,0,2023-02-26 07:00:00,2023-02-26 07:00:00,0.0,1
1353,M16212,M,301.2977508324692,311.379458467053,1589.7611700202026,34.08717459993989,32.6994364502581,0,0,0,0,0,0,2023-02-26 08:00:00,2023-02-26 08:00:00,0.0,2
1354,M16213,M,302.18782947424904,303.8232267561089,1446.1831754946322,48.59349298413573,36.56351063654562,0,0,0,0,0,0,2023-02-26 09:00:00,2023-02-26 08:00:00,0.0,2
1355,L48534,L,296.1138544942308,312.52006538085385,1388.140514950829,48.60541684119877,43.46396860237721,0,0,0,0,0,0,2023-02-26 10:00:00,2023-02-26 08:00:00,0.0,1
1356,M16215,M,,,,,,0,0,0,0,0,0,2023-02-26 11:00:00,2023-02-26 11:00:00,0.0,2
1357,L48536,L,296.25169228140453,316.3102464244552,1594.5904477680351,38.015869909780754,47.82827995143397,0,0,0,0,0,0,2023-02-26 12:00:00,2023-02-26 12:00:00,0.0,1
1358,L48537,L,300.51766327097494,313.33693652238014,1412.6347517085524,46.309371919445276,45.78410941502027,0,0,0,0,0,0,2023-02-26 13:00:00,2023-02-26 12:00:00,0.0,1
1359,M16218,M,292.1104938824951,316.75659764915815,1681.6234923743114,33.46938681292635,47.84065473218621,0,0,0,0,0,0,2023-02-26 14:00:00,2023-02-26 14:00:00,0.0,2
1360,L48539,L,299.6699428567271,310.44982556796157,1412.3010783011327,49.79071030544751,54.390687226769934,0,0,0,0,0,0,2023-02-26 15:00:00,2023-02-26 15:00:00,0.0,1
1361,H30774,H,,,,,,0,0,0,0,0,0,2023-02-26 16:00:00,2023-02-26 16:00:00,0.0,0
1362,M16221,M,301.37068231284087,306.9141339272088,1473.701989733946,43.229016723593915,60.35890372801955,0,0,0,0,0,0,2023-02-26 17:00:00,2023-02-26 16:00:00,0.0,2
1363,L48542,L,299.280199283832,311.3677321088968,1527.5938701899615,43.901103788907186,60.873607123216615,0,0,0,0,0,0,2023-02-26 18:00:00,2023-02-26 18:00:00,0.0,1
1364,L48543,L,294.4113654501626,316.32190079961913,1448.4727032942221,56.01331285365312,69.19113174446987,0,0,0,0,0,0,2023-02-26 19:00:00,2023-02-26 19:00:00,0.0,1
1365,L48544,L,304.2781263981304,307.4416400616411,1567.2192991393072,35.34043146573444,66.98965364525415,0,0,0,0,0,0,2023-02-26 20:00:00,2023-02-26 20:00:00,0.0,1
1366,L48545,L,298.1157664409956,306.06865173881954,1648.0663136167955,33.81724224615002,71.52677684394746,0,0,0,0,0,0,2023-02-26 21:00:00,2023-02-26 21:00:00,0.0,1
1367,M16226,M,298.7126257844458,310.55622480986585,1318.6391181612632,56.948092813668296,66.86259830161916,0,0,0,0,0,0,2023-02-26 22:00:00,2023-02-26 22:00:00,0.0,2
1368,M16227,M,294.69276504090635,309.1392753492515,1566.4265700932986,38.563840254122255,78.48010617237547,0,0,0,0,0,0,2023-02-26 23:00:00,2023-02-26 23:00:00,0.0,2
1369,H30782,H,296.92112507660966,313.33785535657745,1704.411464641972,28.58037648679701,76.01589867614186,0,0,0,0,0,0,2023-02-27 00:00:00,2023-02-27 00:00:00,0.0,0
1370,M16229,M,294.8133659639293,308.17885432833776,1514.4269146436288,41.085123535629805,86.89595573374598,0,0,0,0,0,0,2023-02-27 01:00:00,2023-02-27 00:00:00,0.0,2
1371,L48550,L,298.0507067163537,318.34188449218516,1448.3181925715364,40.50481963063436,87.77528519927857,0,0,0,0,0,0,2023-02-27 02:00:00,2023-02-27 00:00:00,0.0,1
1372,M16231,M,306.6214652582538,304.26462574653965,1489.7599252661569,39.36115063767924,83.86050990799447,0,0,0,0,0,0,2023-02-27 03:00:00,2023-02-27 00:00:00,0.0,2
1373,M16232,M,,,,,,0,0,0,0,0,0,2023-02-27 04:00:00,2023-02-27 04:00:00,0.0,2
1374,M16233,M,,,,,,0,0,0,0,0,0,2023-02-27 05:00:00,2023-02-27 05:00:00,1.0,2
1375,L48554,L,305.6278939501511,301.89523234314066,1574.6071705613535,38.19082447255688,95.26765330999704,0,0,0,0,0,0,2023-02-27 06:00:00,2023-02-27 06:00:00,0.0,1
1376,M16235,M,297.98577651565495,311.4131985747705,1580.76444545231,38.17883647287923,103.8046686821675,0,0,0,0,0,0,2023-02-27 07:00:00,2023-02-27 07:00:00,0.0,2
1377,M16236,M,295.89512099464906,309.0084958029826,1585.4012627728036,32.554481116576206,103.11758628172575,0,0,0,0,0,0,2023-02-27 08:00:00,2023-02-27 08:00:00,0.0,2
1378,L48557,L,303.66696997482643,305.00729477655045,1463.5868781469394,47.66868507569195,108.88342020783176,0,0,0,0,0,0,2023-02-27 09:00:00,2023-02-27 08:00:00,0.0,1
1379,H30792,H,296.18389935426404,302.3315601501301,1463.980769403991,44.85642170408747,107.46207830538059,0,0,0,0,0,0,2023-02-27 10:00:00,2023-02-27 08:00:00,0.0,0
1380,L48559,L,307.14206290184904,310.0608735245101,1662.088643807562,35.84184728044299,111.64080440039965,0,0,0,0,0,0,2023-02-27 11:00:00,2023-02-27 11:00:00,0.0,1
1381,L48560,L,301.9211348859488,314.6666821774819,1782.0023601359892,27.591440924650215,119.32281418961908,0,0,0,0,0,0,2023-02-27 12:00:00,2023-02-27 12:00:00,0.0,1
1382,M16241,M,296.71947130654473,312.9374417942824,1601.1056878897741,36.12784151035959,118.09011865973848,0,0,0,0,0,0,2023-02-27 13:00:00,2023-02-27 13:00:00,0.0,2
1383,L48562,L,308.74897698932455,310.3653734910228,1622.7392626558076,30.122008219236566,118.31820117775773,0,0,0,0,0,0,2023-02-27 14:00:00,2023-02-27 14:00:00,0.0,1
1384,M16243,M,,,,,,0,0,0,0,0,0,2023-02-27 15:00:00,2023-02-27 14:00:00,0.0,2
1385,L48564,L,302.41335279718527,310.17264439951765,1514.8193353864253,44.56596687380426,122.36347256545731,0,0,0,0,0,0,2023-02-27 16:00:00,2023-02-27 14:00:00,0.0,1
1386,M16245,M,300.39976216388067,303.5092340785599,1583.854569441398,36.40786853949268,126.31257218001522,0,0,0,0,0,0,2023-02-27 17:00:00,2023-02-27 17:00:00,0.0,2
1387,L48566,L,304.95859987121526,303.55055756335094,1441.5864524441804,39.952121424966506,132.46407660191267,0,0,0,0,0,0,2023-02-27 18:00:00,2023-02-27 17:00:00,0.0,1
1388,L48567,L,306.1400301155304,309.1492201019418,1781.0352204376275,27.743966762770874,130.53106124536532,0,0,0,0,0,0,2023-02-27 19:00:00,2023-02-27 19:00:00,0.0,1
1389,H30802,H,299.1845412399685,309.34818122178086,1544.4691326326479,45.89215319666585,130.46624887686937,0,0,0,0,0,0,2023-02-27 20:00:00,2023-02-27 19:00:00,0.0,0
1390,L48569,L,295.6128547859894,314.1823944602217,1566.6694001837873,43.050914187700705,135.1986496278745,0,0,0,0,0,0,2023-02-27 21:00:00,2023-02-27 21:00:00,0.0,1
1391,L48570,L,301.1309695506223,313.7440018012529,1414.0142983505598,54.58737463696592,140.21329378551115,0,0,0,0,0,0,2023-02-27 22:00:00,2023-02-27 22:00:00,0.0,1
1392,L48571,L,295.95731990165285,313.03187711162855,2750.5291165706553,7.927058601876654,139.66027535330554,1,0,0,1,0,0,2023-02-27 23:00:00,2023-02-27 23:00:00,0.0,1
1393,M16252,M,308.29548317950787,308.98834424948217,1504.5537256955915,47.1084030188466,139.8489175398833,0,0,0,0,0,0,2023-02-28 00:00:00,2023-02-27 23:00:00,0.0,2
